No,X,Y,SiteName,SiteID,Context,SiteType,SampleID,Lab,LabID,Material,BP,Error,References
301,,,풍납토성 서성벽,나구역 5번 트렌치,1토루(1-2토루) 상면,성벽,PN-22-9,Beta Analytic,Beta-642213,Charcoal,1840,30,서성벽 보고 예정
302,,,풍납토성 서성벽,나구역 5번 트렌치,1토루(1-2토루) 상면,성벽,PN-22-9,PaleoLabo,PLD-47943,Charcoal,1860,20,서성벽 보고 예정
303,,,풍납토성 서성벽,가구역 기준 트렌치,성벽 북벽 3토루 내 재층,성벽,PN-22-10,Beta Analytic,Beta-642214,Charcoal,1740,30,서성벽 보고 예정
304,,,풍납토성 서성벽,가구역 기준 트렌치,성벽 북벽 3토루 내 재층,성벽,PN-22-10,PaleoLabo,PLD-47944,Charcoal,1720,15,서성벽 보고 예정
305,,,방이동 고분군,3호분,"봉토부, 동2Tr 원봉분 하부 1m 깊이",분묘,봉토부 1,Radpion,RPC-180032,Charcoal,2730,30,"한성백제박물관, 2019, 방이동고분군 3호분"
306,,,방이동 고분군,3호분,"봉토부, 3호분 서2Tr 불다짐층",분묘,봉토부 2-1,Radpion,RPC-180033,Charcoal,2790,30,"한성백제박물관, 2019, 방이동고분군 3호분"
307,,,방이동 고분군,3호분,"봉토부, 3호분 서2Tr 불다짐층",분묘,봉토부 2-2,Radpion,RPC-180034,Charcoal,2770,30,"한성백제박물관, 2019, 방이동고분군 3호분"
308,,,방이동 고분군,3호분,"봉토부, 3호분 북Tr 불다짐층",분묘,봉토부 3-1,Radpion,RPC-180035,Charcoal,2780,30,"한성백제박물관, 2019, 방이동고분군 3호분"
309,,,방이동 고분군,3호분,"봉토부, 3호분 북Tr 불다짐층",분묘,봉토부 3-2,Radpion,RPC-180036,Charcoal,2860,30,"한성백제박물관, 2019, 방이동고분군 3호분"
310,,,방이동 고분군,3호분,"3호분 내부, 묘도 동-서 피트 내 할석 하부 불다짐 경화면(서벽쪽)",분묘,4,Radpion,RPC-180037,Charcoal,1500,30,"한성백제박물관, 2019, 방이동고분군 3호분"
311,,,방이동 고분군,3호분,"3호분 내부, 묘도 강자갈 부석 하부 바닥(상부 불다짐 경화면)",분묘,5,Radpion,RPC-180038,Charcoal,1490,30,"한성백제박물관, 2019, 방이동고분군 3호분"
312,,,방이동 고분군,3호분,"3호분 내부, 연도입구 동쪽 모서리 바닥",분묘,7,Radpion,RPC-180040,Charcoal,1480,30,"한성백제박물관, 2019, 방이동고분군 3호분"
313,,,방이동 고분군,3호분,"3호분 내부, 현실 바닥 배수로 노출면 불다짐면",분묘,9,Radpion,RPC-180042,Charcoal,1510,30,"한성백제박물관, 2019, 방이동고분군 3호분"
314,,,방이동 고분군,청동기시대 1호 주거지,탄화부재 1,주거지,10,Radpion,RPC-180043,Charcoal,2940,40,"한성백제박물관, 2019, 방이동고분군 3호분"
315,,,방이동 고분군,청동기시대 1호 주거지,탄화부재 2,주거지,11월 1일,Radpion,RPC-180044,Charcoal,2930,40,"한성백제박물관, 2019, 방이동고분군 3호분"
316,,,방이동 고분군,청동기시대 1호 주거지,탄화부재 2,주거지,11월 2일,Radpion,RPC-180045,Charcoal,2920,30,"한성백제박물관, 2019, 방이동고분군 3호분"
317,,,방이동 고분군,삼국시대 백제 1호 주거지,퇴적층 내 북서모서리 부근 호석 하부,주거지,12,Radpion,RPC-180046,Charcoal,1720,30,"한성백제박물관, 2019, 방이동고분군 3호분"
318,,,방이동 고분군,삼국시대 백제 1호 주거지,아궁이 바닥,주거지,1월 13일,Radpion,RPC-180047,Charcoal,1700,30,"한성백제박물관, 2019, 방이동고분군 3호분"
319,,,방이동 고분군,삼국시대 백제 1호 주거지,아궁이 바닥,주거지,2월 13일,Radpion,RPC-180048,Charcoal,1770,30,"한성백제박물관, 2019, 방이동고분군 3호분"
320,,,방이동 고분군,3호분,현실 바닥 1번 개체,분묘,현실바닥 인골 3,Radpion,RPC-180119,Tooth,1590,30,"한성백제박물관, 2019, 방이동고분군 3호분"
321,,,방이동 고분군,3호분,현실 바닥 1번 개체,분묘,현실바닥 인골 4,Radpion,RPC-180122,Bone,1690,30,"한성백제박물관, 2019, 방이동고분군 3호분"
322,,,방이동 고분군,3호분,현실 바닥 1번 개체,분묘,현실바닥 인골 6,Beta Analytic,Beta-503136,Tooth,1470,30,"한성백제박물관, 2019, 방이동고분군 3호분"
323,,,방이동 고분군,3호분,현실 바닥 1번 개체,분묘,현실바닥 인골 9,Beta Analytic,Beta-503137,Tooth,1590,30,"한성백제박물관, 2019, 방이동고분군 3호분"
324,,,방이동 고분군,3호분,현실 바닥 2번 개체,분묘,현실바닥 인골 5,Radpion,RPC-180120,Tooth,1580,30,"한성백제박물관, 2019, 방이동고분군 3호분"
325,,,방이동 고분군,3호분,판단불가,분묘,현실바닥 인골 13,Radpion,RPC-180121,Tooth,1680,30,"한성백제박물관, 2019, 방이동고분군 3호분"
326,,,석촌동 고분군,1호 적석묘,내부 성토층,분묘,-,한국지질자원연구원,KGM-OWd180099,Charcoal,1810,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
327,,,석촌동 고분군,1호 적석묘,동서피트 (3),분묘,-,한국지질자원연구원,KGM-OWd180100,Charcoal,1690,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
328,,,석촌동 고분군,1호 적석묘,동서피르 (6),분묘,-,한국지질자원연구원,KGM-OWd180101,Charcoal,1700,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
329,,,석촌동 고분군,1호 매장의례부,내부 유물 포함층,분묘,-,한국지질자원연구원,KGM-OWd180102,Charcoal,1850,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
330,,,석촌동 고분군,1호 매장의례부,내부 유물 포함층(중층),분묘,-,한국지질자원연구원,KGM-OWd180103,Charcoal,1680,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
331,,,석촌동 고분군,1호 매장의례부,내부 유물 포함층(중층),분묘,-,한국지질자원연구원,KGM-OWd180104,Charcoal,1770,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
332,,,석촌동 고분군,1호 매장의례부,내부 유물 포함층,분묘,-,한국지질자원연구원,KGM-OWd180105,Charcoal,1730,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
333,,,석촌동 고분군,1호 매장의례부,내부 유물 포함층,분묘,-,한국지질자원연구원,KGM-OWd180106,Charcoal,1800,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
334,,,석촌동 고분군,1호 매장의례부,내부 유물 포함층(중층),분묘,-,한국지질자원연구원,KGM-OWd180107,Charcoal,1690,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
335,,,석촌동 고분군,1호 매장의례부,내부 유물 포함층(중층),분묘,-,한국지질자원연구원,KGM-OWd180108,Charcoal,1740,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
336,,,석촌동 고분군,1호 매장의례부,내부 유물 포함층(하층),분묘,-,한국지질자원연구원,KGM-OWd180109,Charcoal,1840,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
337,,,석촌동 고분군,1호 매장의례부,내부 유물 포함층(하층),분묘,-,한국지질자원연구원,KGM-OWd180110,Charcoal,1710,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
338,,,석촌동 고분군,1호 매장의례부,내부 유물 포함층(중층),분묘,-,한국지질자원연구원,KGM-OWd180111,Charcoal,1750,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
339,,,석촌동 고분군,2호 연접부,동남면 점토부 하부 자갈층 아래 성토층,분묘,1,Radpion,RPC-190029,Charcoal,1800,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
340,,,석촌동 고분군,2호 연접부,동남면 점토부 하부 자갈층 아래 성토층,분묘,2,Radpion,RPC-190030,Charcoal,1730,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
341,,,석촌동 고분군,8호 적석묘,동서피트 내 하부 부석층,분묘,3,Radpion,RPC-190031,Charcoal,1810,30,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
342,,,석촌동 고분군,8호 적석묘,동서피트 내 하부 부석층,분묘,4,Radpion,RPC-190032,Charcoal,1720,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
343,,,석촌동 고분군,8호 적석묘,동서피트 내 1번 수혈 내부토,분묘,5,Radpion,RPC-190033,Charcoal,1720,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
344,,,석촌동 고분군,8호 적석묘,동서피트 내 1번 수혈 내부토,분묘,6,Radpion,RPC-190034,Charcoal,1850,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
345,,,석촌동 고분군,8호 적석묘,동서피트 내 2번 수혈 내부토,분묘,7,Radpion,RPC-190035,Charcoal,1720,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
346,,,석촌동 고분군,8호 적석묘,동서피트 내 2번 수혈 내부토,분묘,8,Radpion,RPC-190036,Charcoal,1710,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
347,,,석촌동 고분군,1호 적석묘,남북 피트 내 하층 유구 내부토,분묘,9,Radpion,RPC-190037,Charcoal,1700,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
348,,,석촌동 고분군,1호 적석묘,남북 피트 내 하층 유구 내부토,분묘,10,Radpion,RPC-190038,Charcoal,1670,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
349,,,석촌동 고분군,7호 매장의례부,성토층 내 외적층,분묘,11,Radpion,RPC-190039,Charcoal,1600,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
350,,,석촌동 고분군,7호 매장의례부,성토층 내 외적층,분묘,12,Radpion,RPC-190040,Charcoal,1690,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
351,,,석촌동 고분군,7호 매장의례부,성토층 내 외적층,분묘,13,Radpion,RPC-190041,Charcoal,1720,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
352,,,석촌동 고분군,7호 매장의례부,성토층 내 외적층,분묘,14,Radpion,RPC-190042,Charcoal,1700,30,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
353,,,석촌동 고분군,7호 매장의례부,성토층 내 외적층,분묘,15,Radpion,RPC-190043,Charcoal,1700,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
354,,,석촌동 고분군,7호 매장의례부,성토층 내 외적층,분묘,16,Radpion,RPC-190044,Charcoal,1700,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
355,,,석촌동 고분군,4호 목관묘,남동부 내부토,분묘,17,Radpion,RPC-190045,Charcoal,1700,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
356,,,석촌동 고분군,4호 목관묘,남동부 내부토,분묘,18,Radpion,RPC-190046,Charcoal,2150,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
357,,,석촌동 고분군,4호 목관묘,북동부 내부토,분묘,19,Radpion,RPC-190047,Charcoal,1710,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
358,,,석촌동 고분군,4호 목관묘,북동부 내부토,분묘,20,Radpion,RPC-190048,Charcoal,1860,40,"한성백제박물관, 2019, 서울 석촌동 고분군Ⅰ"
359,,,석촌동 고분군,1호 주거지,주거지 화재 폐기로 인한 기둥 및 천장재 잔존물,주거지,-,Radpion,RPC-200114,Charcoal,1710,40,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
360,,,석촌동 고분군,1호 주거지,서성벽 상부 탄화목재 ②,주거지,-,Radpion,RPC-200115,Charcoal,1650,40,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
361,,,석촌동 고분군,1호 주거지,서벽 하단 생활면 수습 7번 토기 하부 탄화목재,주거지,-,Radpion,RPC-200116,Charcoal,1730,40,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
362,,,석촌동 고분군,1호 주거지,남벽 하단 생활면 탄화목재,주거지,-,Radpion,RPC-200117,Charcoal,1740,40,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
363,,,석촌동 고분군,1호 주거지,부뚜막 외부 바닥 ①,주거지,-,Radpion,RPC-200118,Charcoal,1730,40,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
364,,,석촌동 고분군,1호 주거지,부뚜막 외부 바닥 ②,주거지,-,Radpion,RPC-200119,Charcoal,1750,40,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
365,,,석촌동 고분군,1호 주거지,내부 수혈 바닥 탄화목재 ①,주거지,-,Radpion,RPC-200120,Charcoal,1670,40,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
366,,,석촌동 고분군,1호 주거지,내부 수혈 바닥 탄화목재 ②,주거지,-,Radpion,RPC-200121,Charcoal,1620,40,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
367,,,석촌동 고분군,1호 주거지,내부 수혈,주거지,-,Radpion,RPC-200122,Charcoal,1780,40,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
368,,,석촌동 고분군,7호 적석묘,내부 성토층,분묘,-,Radpion,RPC-200123,Charcoal,2090,40,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
369,,,석촌동 고분군,7호 적석묘,성토층 ②,분묘,-,Radpion,RPC-200124,Charcoal,2170,40,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
370,,,석촌동 고분군,7호 적석묘,가장 아래쪽 수혈 내부토,분묘,-,Radpion,RPC-200125,Charcoal,1740,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
371,,,석촌동 고분군,4-1호 적석묘,내부 성토 중 불다짐한 면,분묘,-,Radpion,RPC-200126,Charcoal,1640,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
372,,,석촌동 고분군,4-1호 적석묘,남TR 불다짐층 ②,분묘,-,Radpion,RPC-200127,Charcoal,1720,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
373,,,석촌동 고분군,4-1호 적석묘,남TR 불다짐층 ③,분묘,-,Radpion,RPC-200128,Charcoal,1630,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
374,,,석촌동 고분군,8호 적석묘,내부 성토층,분묘,-,Radpion,RPC-200129,Charcoal,1660,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
375,,,석촌동 고분군,8호 적석묘,동서피트 유물 폐기면 ②,분묘,-,Radpion,RPC-200130,Charcoal,1730,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
376,,,석촌동 고분군,8호 적석묘,동서피트 유물 폐기면 ③,분묘,-,Radpion,RPC-200131,Charcoal,1680,40,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
377,,,석촌동 고분군,9호 적석묘,내부 성토층,분묘,-,Radpion,RPC-200132,Charcoal,1710,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
378,,,석촌동 고분군,9호 적석묘,성토층 ②,분묘,-,Radpion,RPC-200133,Charcoal,1700,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
379,,,석촌동 고분군,9호 적석묘,성토층 ③,분묘,-,Radpion,RPC-200134,Charcoal,1700,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
380,,,석촌동 고분군,1호분 주변 5번 트렌치,유적의 남서쪽 적석묘 축조 직전의 퇴적층,기타,-,Radpion,RPC-200135,Charcoal,1630,30,"한성백제박물관, 2020, 서울 석촌동 고분군Ⅱ"
381,,,석촌동 고분군,8호 적석묘,Ⅺ층 유물포함층,분묘,-,Radpion,RPC-220168,Charcoal,1710,30,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
382,,,석촌동 고분군,8호 적석묘,ⅩⅩⅦ층 판재층,분묘,-,Radpion,RPC-220169,Charcoal,1690,40,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
383,,,석촌동 고분군,8호 적석묘,ⅩⅩⅦ층 판재층,분묘,-,Radpion,RPC-220170,Charcoal,1720,30,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
384,,,석촌동 고분군,21호 적석묘,트렌치 동쪽 확장부 수혈 Ⅱ-2층,분묘,-,Radpion,RPC-220171,Charcoal,2060,30,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
385,,,석촌동 고분군,21호 적석묘,트렌치 동쪽 확장부 수혈 Ⅱ-2층,분묘,-,Radpion,RPC-220172,Charcoal,2060,30,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
386,,,석촌동 고분군,26호 적석묘,표토 60cm 소토층 ⅩⅩ-5층,분묘,-,Radpion,RPC-220173,Charcoal,2130,30,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
387,,,석촌동 고분군,26호 적석묘,표토 60cm 소토층 ⅩⅩ-5층,분묘,-,Radpion,RPC-220174,Charcoal,2120,30,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
388,,,석촌동 고분군,28호 적석묘,상층 부석층 주변,분묘,-,Radpion,RPC-220175,Charcoal,1750,40,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
389,,,석촌동 고분군,28호 적석묘,상층 부석층 주변,분묘,-,Radpion,RPC-220176,Charcoal,1770,30,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
390,,,석촌동 고분군,28호 적석묘,하층 자갈층,분묘,-,Radpion,RPC-220177,Charcoal,1750,30,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
391,,,석촌동 고분군,28호 적석묘,하층 자갈층,분묘,-,Radpion,RPC-220178,Charcoal,1760,30,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
392,,,석촌동 고분군,2호 수혈,상부 퇴적토,수혈,-,Radpion,RPC-220179,Charcoal,2220,30,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
393,,,석촌동 고분군,2호 수혈,토층벽 수습,수혈,-,Radpion,RPC-220180,Charcoal,2240,30,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
394,,,석촌동 고분군,3호 수혈,,수혈,-,Radpion,RPC-220181,Charcoal,1800,40,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
395,,,석촌동 고분군,3호 수혈,,수혈,-,Radpion,RPC-220182,Charcoal,1760,40,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
396,,,석촌동 고분군,3호 수혈,,수혈,-,Radpion,RPC-220183,Charcoal,1720,40,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
397,,,석촌동 고분군,3호 수혈,,수혈,-,Radpion,RPC-220184,Charcoal,1780,40,"한성백제박물관, 2022, 서울 석촌동 고분군Ⅳ"
398,,,석촌동 고분군,2호 적석묘,트렌치 내 깬돌 부석층,분묘,-,Radpion,RPC-230536,Charcoal,1770,40,"한성백제박물관, 2023, 서울 석촌동 고분군Ⅴ"
399,,,석촌동 고분군,2호 적석묘,17호 목곽묘 내부로 함몰,분묘,-,Radpion,RPC-230537,Charcoal,1670,40,"한성백제박물관, 2023, 서울 석촌동 고분군Ⅴ"
400,,,석촌동 고분군,2호 주거지,부뚜막 내부토 2층,주거지,-,Radpion,RPC-230538,Charcoal,1690,40,"한성백제박물관, 2023, 서울 석촌동 고분군Ⅴ"
401,,,석촌동 고분군,2호 주거지,부뚜막 내부토 2층,주거지,-,Radpion,RPC-230539,Charcoal,1600,40,"한성백제박물관, 2023, 서울 석촌동 고분군Ⅴ"
402,,,석촌동 고분군,3호 주거지,부뚜막 전면부,주거지,-,Radpion,RPC-230540,Charcoal,1850,40,"한성백제박물관, 2023, 서울 석촌동 고분군Ⅴ"
403,,,석촌동 고분군,4호 수혈,내부 성토층,수혈,-,Radpion,RPC-230541,Charcoal,1660,40,"한성백제박물관, 2023, 서울 석촌동 고분군Ⅴ"
404,,,석촌동 고분군,8호 적석묘,,분묘,-,Radpion,RPC-210207,Charcoal,1720,30,"한성백제박물관, 2024, 서울 석촌동 고분군Ⅵ"
405,,,석촌동 고분군,8호 적석묘,,분묘,-,Radpion,RPC-210208,Charcoal,1800,30,"한성백제박물관, 2024, 서울 석촌동 고분군Ⅵ"
406,,,석촌동 고분군,8호 적석묘,,분묘,-,Radpion,RPC-210209,Charcoal,1760,30,"한성백제박물관, 2024, 서울 석촌동 고분군Ⅵ"